name, sales ,date
Pearly Arreguin," 477,547 ",4/6/2020
Marlen Willilams," 372,548 ",4/6/2020
Renaldo Hiett," 1,125,152 ",4/6/2020
Sharell Hooten," 330,938 ",4/6/2020
Tory Martin," 204,267 ",4/6/2020
Bobbye Mccraney," 567,144 ",4/6/2020
Rochelle Patnode," 430,932 ",4/6/2020
Shanta Ramerez," 667,529 ",4/6/2020
Lakeesha Ruis," 1,263,087 ",4/6/2020
Treena Barna," 807,156 ",4/6/2020
Lois Meadors," 1,341,716 ",4/6/2020
Wynona Palmieri," 404,575 ",4/6/2020
Moshe Filice," 471,573 ",4/6/2020
Lynetta Lupi," 282,994 ",4/6/2020
Julie Giesen," 539,446 ",4/6/2020
Benedict Blumberg," 918,663 ",4/6/2020
Phil Quintero," 228,956 ",4/6/2020
Geri Guan," 1,257,345 ",5/6/2020
Berry Right," 1,069,021 ",5/6/2020
Sachiko Sommerville," 145,287 ",5/6/2020
Noe Lamotte," 391,788 ",5/6/2020
Muoi Schendel," 729,018 ",5/6/2020
Johanna Hilbert," 112,685 ",5/6/2020
Denice Bustamante," 860,329 ",5/6/2020
Lakita Hakes," 307,129 ",5/6/2020
Clorinda Cayetano," 1,152,010 ",5/6/2020
Shantelle Mcgrane," 1,107,373 ",5/6/2020
Opal Recker," 206,764 ",5/6/2020
Krystal Molinari," 1,084,670 ",5/6/2020
Karena Paiva," 500,316 ",5/6/2020
Lizzie Haggins," 87,165 ",5/6/2020
Linnea Molton," 714,093 ",5/6/2020
Lizzette Baumer," 576,109 ",5/6/2020
Shawnna Whitley," 1,086,356 ",5/6/2020
Alene Swiger," 427,857 ",5/6/2020
Susannah Watkin," 759,100 ",5/6/2020
Giuseppe Deville," 1,404,817 ",5/6/2020
Felicitas Pine," 1,469,324 ",5/6/2020
Luise Current," 651,829 ",5/6/2020
Golden Wallen," 632,234 ",5/6/2020
Kacy Warren," 181,163 ",5/6/2020
Bebe Gama," 1,310,116 ",5/6/2020
Harriett Dauenhauer," 1,090,302 ",5/6/2020
Kasi Register," 873,121 ",5/6/2020
Sharell Hooten," 274,549 ",5/6/2020
Leann Bowen," 1,082,080 ",5/6/2020
Janette Werth," 1,478,362 ",5/6/2020
Sarita Cripe," 726,520 ",5/6/2020
Jeramy Hagwood," 703,328 ",5/6/2020
Emelia Anders," 416,532 ",6/6/2020
Ozie Simerly," 581,284 ",6/6/2020
Corinne Wingerter," 701,774 ",6/6/2020
Wynona Palmieri," 242,798 ",6/6/2020
Hilaria Ashmore," 54,127 ",6/6/2020
Sherrell Blann," 616,768 ",6/6/2020
Susanna Brandes," 1,390,593 ",6/6/2020
Tonya Gordan," 320,637 ",6/6/2020
Zola Gaus," 1,005,275 ",6/6/2020
Linnea Molton," 629,359 ",6/6/2020
Kathrin Fuller," 293,592 ",6/6/2020
Roxanna Cheyne," 749,378 ",6/6/2020
Jerome Leeman," 788,015 ",6/6/2020
Sarai Yoo," 180,609 ",6/6/2020
Vallie Bakke," 1,135,716 ",6/6/2020
Kami Saliba," 861,840 ",6/6/2020
Ivana Murnane," 1,006,108 ",6/6/2020
Lorie Blount," 76,849 ",6/6/2020
Suzi Gao," 579,924 ",6/6/2020
Linnea Molton," 512,399 ",6/6/2020
Larraine Gobeil," 51,356 ",6/6/2020
Donny Mailhot," 1,326,711 ",6/6/2020
Ashton Lacombe," 741,040 ",6/6/2020
Latisha Swink," 72,367 ",6/6/2020
Hildegarde Rench," 1,380,301 ",6/6/2020
Millicent Beamon," 490,544 ",6/6/2020
Odessa Meaney," 640,291 ",6/6/2020
Deonna Byham," 242,397 ",6/6/2020
Dorcas Oakley," 524,413 ",6/6/2020
Chrystal Cephas," 698,236 ",6/6/2020
Jerlene Wasson," 865,739 ",6/6/2020
Asuncion Herbst," 577,743 ",6/6/2020
Young Kensey," 136,112 ",6/6/2020
Pinkie Bufford," 1,149,090 ",7/6/2020
Phyliss Foxwell," 1,061,254 ",7/6/2020
Maddie Fleener," 55,385 ",7/6/2020
Cassey Brewster," 620,529 ",7/6/2020
Sara Dillahunty," 1,233,626 ",7/6/2020
Jerome Leeman," 821,637 ",7/6/2020
Elroy Eddings," 1,415,227 ",7/6/2020
Bethann Coonrod," 415,093 ",7/6/2020
Miriam Cadena," 139,102 ",7/6/2020
Shae Buggs," 851,666 ",7/6/2020
Joelle Feldman," 1,463,971 ",7/6/2020
Hoyt Saner," 479,257 ",7/6/2020
Cami Kosinski," 821,916 ",7/6/2020
Shawnna Whitley," 362,382 ",7/6/2020
Melody Bouffard," 636,909 ",7/6/2020
Emory Nishimoto," 1,415,140 ",7/6/2020
Elroy Eddings," 1,016,226 ",7/6/2020
Wendolyn Fessenden," 841,667 ",7/6/2020
Marica Chavous," 210,851 ",7/6/2020
Victor Roselli," 110,247 ",7/6/2020
Sha Middlebrooks," 350,794 ",7/6/2020
Lyman Mcgarry," 1,366,557 ",7/6/2020
Lakita Hakes," 1,185,002 ",7/6/2020
Thaddeus Kroeger," 706,803 ",7/6/2020
Hoyt Saner," 543,264 ",7/6/2020
Ardis Wille," 6,753 ",7/6/2020
Hugo Nardone," 652,471 ",7/6/2020
Hyacinth Guiney," 1,482,614 ",7/6/2020
Arlinda Cogdill," 1,082,129 ",7/6/2020
Olen Hosking," 875,338 ",8/6/2020
Julie Giesen," 1,005,850 ",8/6/2020
Betsy Meserve," 1,446,212 ",8/6/2020
Golden Wallen," 902,524 ",8/6/2020
Layla Brothers," 905,987 ",8/6/2020
Charisse Orman," 1,000,500 ",8/6/2020
Lawana Styers," 1,421,935 ",8/6/2020
Golden Wallen," 924,399 ",8/6/2020
Bettina Panetta," 862,934 ",8/6/2020
Luise Current," 668,883 ",8/6/2020
Ivana Murnane," 1,035,090 ",8/6/2020
Anderson Mcray," 851,895 ",8/6/2020
Dewitt Kennerson," 1,335,294 ",8/6/2020
Arlinda Cogdill," 443,134 ",8/6/2020
Alejandrina Mandelbaum," 1,383,808 ",8/6/2020
Agripina Matteo," 1,399,105 ",8/6/2020
Lanette Buckingham," 998,712 ",8/6/2020
Deangelo Ricci," 935,778 ",8/6/2020
Brandi Organ," 1,382,587 ",8/6/2020
Joanie Huckins," 427,596 ",8/6/2020
Jeramy Hagwood," 760,827 ",8/6/2020
Dustin Coyne," 290,401 ",8/6/2020
Katherine Lafontant," 429,420 ",8/6/2020
Tonja Pierpont," 806,564 ",8/6/2020
Thaddeus Kroeger," 420,289 ",8/6/2020
Layla Lando," 310,110 ",8/6/2020
Lanell Rodgers," 1,331,782 ",8/6/2020
Alvin Riggie," 653,989 ",8/6/2020
Erma Gerken," 211,046 ",8/6/2020
Paulene Wunderlich," 151,964 ",8/6/2020
Tamara Marcinek," 254,442 ",8/6/2020
Miriam Cadena," 114,976 ",9/6/2020
Lucrecia Sutera," 109,260 ",9/6/2020
Emelia Anders," 299,759 ",9/6/2020
Taina Keifer," 1,351,227 ",9/6/2020
Larraine Gobeil," 943,062 ",9/6/2020
Buford Truss," 200,879 ",9/6/2020
Johanna Hilbert," 1,292,795 ",9/6/2020
Illa Jaffee," 317,752 ",9/6/2020
Serina Ballantyne," 61,113 ",9/6/2020
Dortha Kearns," 937,052 ",9/6/2020
Rick Keffer," 63,167 ",9/6/2020
Taina Keifer," 63,592 ",9/6/2020
Ileen Rezentes," 511,409 ",9/6/2020
Mindy Hehn," 1,335,565 ",9/6/2020
Loan Puryear," 1,437,297 ",9/6/2020
Gilberto Spicer," 247,756 ",9/6/2020
Lyman Mcgarry," 1,331,253 ",9/6/2020
Rocky Larocque," 1,268,232 ",9/6/2020
Natalie Karlin," 302,508 ",9/6/2020
Nickole Vieira," 409,796 ",9/6/2020
Neda Parise," 44,267 ",9/6/2020
Marianela Henline," 1,051,726 ",9/6/2020
Ginger Riordan," 41,417 ",9/6/2020
Alayna Eisenbarth," 63,213 ",9/6/2020
Nannie Dyment," 860,714 ",9/6/2020
Kit Nogle," 1,248,849 ",9/6/2020
Martha Stiverson," 20,309 ",9/6/2020
Frederica Powe," 32,921 ",9/6/2020
Latina Terry," 1,075,204 ",10/6/2020
Rosette Hackler," 578,000 ",10/6/2020
Wendell Ginsburg," 997,151 ",10/6/2020
Tora Theodore," 126,036 ",10/6/2020
Bryon Smail," 1,157,904 ",10/6/2020
Suzi Gao," 532,915 ",10/6/2020
Rocco Prichard," 242,766 ",10/6/2020
Tanja Inks," 1,162,216 ",10/6/2020
Alisia Hogue," 402,601 ",10/6/2020
Gilberto Spicer," 27,139 ",10/6/2020
Ronni Alberson," 402,926 ",10/6/2020
Celia Banning," 1,113,416 ",10/6/2020
Rick Keffer," 1,060,089 ",10/6/2020
Cara Witherow," 669,629 ",10/6/2020
Sharell Hooten," 109,660 ",10/6/2020
Brianne Chaparro," 1,135,190 ",10/6/2020
Donnie Mccrystal," 610,731 ",10/6/2020
Marlen Willilams," 878,151 ",10/6/2020
Enrique Whitmer," 1,045,209 ",10/6/2020
Warner Chiarello," 842,656 ",10/6/2020
Samella Dively," 655,461 ",10/6/2020
Kiley Stancill," 152,156 ",10/6/2020
Dortha Kearns," 616,922 ",10/6/2020
Giuseppe Deville," 613,639 ",10/6/2020
Lizzie Haggins," 589,152 ",10/6/2020
Ardis Wille," 1,170,153 ",10/6/2020
Lakita Hakes," 151,199 ",10/6/2020
Dorcas Oakley," 275,871 ",10/6/2020
Marita Hintz," 985,427 ",10/6/2020
Colby Vereen," 711,850 ",11/6/2020
Buford Truss," 552,711 ",11/6/2020
Melda Masten," 1,400,483 ",11/6/2020
Josiah Motta," 840,400 ",11/6/2020
Wan Chappell," 296,839 ",11/6/2020
Cindi Gibbon," 1,110,400 ",11/6/2020
Deonna Byham," 1,101,356 ",11/6/2020
Ozie Simerly," 527,306 ",11/6/2020
Bennie Frei," 576,346 ",11/6/2020
Basilia Janco," 1,359,277 ",11/6/2020
Lorie Blount," 1,428,268 ",11/6/2020
Lady Kron," 913,115 ",11/6/2020
Chase Coolidge," 1,417,303 ",11/6/2020
Zenaida Israel," 735,940 ",11/6/2020
Karena Paiva," 778,119 ",11/6/2020
Odessa Franz," 900,713 ",11/6/2020
Samantha Atilano," 113,601 ",11/6/2020
Olene Reitz," 481,918 ",11/6/2020
Silva Plumb," 639,737 ",11/6/2020
Anamaria Loos," 1,433,762 ",11/6/2020
Margarita Corcoran," 1,125,777 ",11/6/2020
Loida Tartaglia," 1,072,093 ",11/6/2020
Kia Ureno," 401,706 ",11/6/2020
Hilaria Ashmore," 1,104,886 ",11/6/2020
Margene Walden," 723,838 ",11/6/2020
Zola Gaus," 674,628 ",11/6/2020
Julienne Riesgo," 266,521 ",12/6/2020
Charmain Puthoff," 626,639 ",12/6/2020
Anderson Mcray," 42,372 ",12/6/2020
Rosetta Lorenzen," 772,305 ",12/6/2020
Celestina Dartez," 355,185 ",12/6/2020
Ervin Scalia," 955,622 ",12/6/2020
Kia Ureno," 453,567 ",12/6/2020
Harland Greenspan," 1,415,497 ",12/6/2020
Rocco Prichard," 25,799 ",12/6/2020
Elissa Sitsler," 195,048 ",12/6/2020
Terina Lopinto," 93,139 ",12/6/2020
Kallie Penrod," 1,245,230 ",12/6/2020
Lakita Hakes," 361,724 ",12/6/2020
Genoveva Even," 849,941 ",12/6/2020
Ima Gaudreau," 836,785 ",12/6/2020
Glady Sugarman," 545,026 ",12/6/2020
Enrique Whitmer," 1,320,295 ",12/6/2020
Tory Martin," 1,242,625 ",12/6/2020
Sharell Hooten," 235,081 ",12/6/2020
Denisha Ogden," 1,251,054 ",12/6/2020
Dell Luckett," 960,776 ",12/6/2020
Charmain Puthoff," 305,166 ",12/6/2020
Ima Gaudreau," 236,709 ",12/6/2020
Ahmad Karlin," 1,302,009 ",12/6/2020
Adriene Gauldin," 519,980 ",12/6/2020
Rocco Prichard," 570,206 ",12/6/2020
Neal Oland," 1,125,560 ",12/6/2020
Adeline Mey," 6,335 ",12/6/2020
Lorilee Crosland," 987,195 ",12/6/2020
Tilda Alarcon," 1,449,687 ",12/6/2020
Carmine Hamburg," 719,572 ",12/6/2020
Amy Shockley," 484,171 ",12/6/2020
Lynetta Lupi," 1,161,440 ",12/6/2020
Elvie Plumber," 834,731 ",13/6/2020
Romelia Armbruster," 1,247,562 ",13/6/2020
Karlene Tuff," 1,325,372 ",13/6/2020
Cyrstal Dempsey," 344,158 ",13/6/2020
Ariel Maley," 386,305 ",13/6/2020
Audria Irizarry," 413,678 ",13/6/2020
Cyrstal Dempsey," 667,932 ",13/6/2020
Ima Gaudreau," 904,589 ",13/6/2020
Angelic Flury," 1,472,980 ",13/6/2020
Vincenzo Cobos," 638,509 ",13/6/2020
Nanci Walburn," 788,819 ",13/6/2020
Virgie Gibb," 1,102,182 ",13/6/2020
Karlene Tuff," 253,530 ",13/6/2020
Misti Shockey," 1,048,333 ",13/6/2020
Alejandrina Mandelbaum," 830,136 ",13/6/2020
Susanna Brandes," 793,067 ",13/6/2020
Jane Carlton," 150,300 ",13/6/2020
Grover Ritchey," 784,372 ",13/6/2020
Eladia Board," 284,650 ",13/6/2020
Dorla Greenburg," 1,087,712 ",13/6/2020
Dorcas Oakley," 914,384 ",13/6/2020
Palma Strasser," 1,154,347 ",13/6/2020
Dorla Greenburg," 773,544 ",13/6/2020
Buster Keppler," 1,483,975 ",13/6/2020
Evelyn Bonneau," 634,092 ",13/6/2020
Lizzie Haggins," 1,298,696 ",13/6/2020
Sharika Schuler," 19,396 ",13/6/2020
Kasi Register," 1,202,968 ",13/6/2020
Angelic Flury," 68,194 ",13/6/2020
Valentine Switzer," 68,050 ",13/6/2020
Joanie Huckins," 587,887 ",13/6/2020
Dominque Carney," 174,046 ",13/6/2020
Celia Banning," 515,013 ",13/6/2020
Davida Barsky," 286,014 ",13/6/2020
Lavern Malone," 333,331 ",14/6/2020
Zachary Novello," 1,130,892 ",14/6/2020
Lela Anding," 1,375,283 ",14/6/2020
Zora Lodge," 69,409 ",14/6/2020
Lucrecia Sutera," 987,999 ",14/6/2020
Lashawna Granata," 944,624 ",14/6/2020
Julio Zemlicka," 547,867 ",14/6/2020
Ilona Langlois," 1,177,880 ",14/6/2020
Latina Terry," 1,265,787 ",14/6/2020
Lorri Trevizo," 530,255 ",14/6/2020
Glynis Kunz," 827,917 ",14/6/2020
Corine Shepherd," 792,448 ",14/6/2020
Shae Buggs," 208,128 ",14/6/2020
Shayla Jacobi," 515,463 ",14/6/2020
Moshe Filice," 1,490,579 ",14/6/2020
Miles Rogowski," 259,289 ",14/6/2020
Herta Weidner," 582,711 ",14/6/2020
Morgan Caylor," 766,469 ",14/6/2020
Jude Bourland," 1,146,851 ",14/6/2020
Clementina Olds," 611,126 ",14/6/2020
Glayds Brunt," 296,640 ",14/6/2020
Joelle Feldman," 1,434,765 ",15/6/2020
Octavia Gitlin," 823,645 ",15/6/2020
Tabetha Cressey," 679,915 ",15/6/2020
Mabelle Lafleur," 127,196 ",15/6/2020
Dori Gamble," 925,247 ",15/6/2020
Rocky Larocque," 472,301 ",15/6/2020
Ozie Simerly," 805,198 ",15/6/2020
Allyson Ancheta," 84,765 ",15/6/2020
Cherri Hayden," 530,903 ",15/6/2020
Ernesto Cullison," 272,613 ",15/6/2020
Miyoko Pilot," 700,658 ",15/6/2020
Shantelle Mcgrane," 636,848 ",15/6/2020
Chet Pitts," 611,647 ",15/6/2020
Harold Oja," 700,695 ",15/6/2020
Chet Pitts," 209,954 ",15/6/2020
Donnie Mccrystal," 348,344 ",15/6/2020
Dagmar Devens," 199,888 ",15/6/2020
Estella Reinert," 522,397 ",15/6/2020
Belen Ruggiero," 1,445,144 ",15/6/2020
Sun Kaplan," 1,087,922 ",15/6/2020
Krystal Molinari," 471,578 ",15/6/2020
Hugo Nardone," 407,000 ",15/6/2020
Corine Shepherd," 1,142,396 ",15/6/2020
Noemi Mcabee," 1,136,896 ",15/6/2020
Noemi Mcabee," 709,118 ",15/6/2020
Calandra Brickner," 1,194,683 ",15/6/2020
Anderson Mcray," 365,197 ",15/6/2020
Dell Luckett," 1,329,446 ",15/6/2020
Young Kensey," 43,346 ",15/6/2020
Frankie Argento," 480,613 ",15/6/2020
Oren Blye," 969,367 ",15/6/2020
Leandra Tank," 991,271 ",15/6/2020
Tomika Hedberg," 1,327,945 ",15/6/2020
Lashawna Granata," 927,060 ",15/6/2020
Veronica Hertzler," 991,887 ",15/6/2020
Angelic Flury," 681,210 ",15/6/2020
Rosette Custer," 243,304 ",15/6/2020
Jane Carlton," 1,189,075 ",16/6/2020
Dori Gamble," 279,352 ",16/6/2020
Lynetta Lupi," 984,575 ",16/6/2020
Arlinda Cogdill," 669,409 ",16/6/2020
Vincenzo Cobos," 856,059 ",16/6/2020
Natalie Karlin," 501,874 ",16/6/2020
Kami Storms," 1,310,498 ",16/6/2020
Johanna Hilbert," 987,379 ",16/6/2020
Golden Wallen," 1,042,583 ",16/6/2020
Cori Raub," 984,835 ",16/6/2020
Woodrow Colin," 804,728 ",16/6/2020
Jere Rascoe," 198,579 ",16/6/2020
Sydney Baskerville," 196,020 ",16/6/2020
Geri Guan," 1,335,645 ",16/6/2020
Charmain Puthoff," 922,229 ",16/6/2020
Cori Raub," 288,782 ",16/6/2020
Romelia Armbruster," 1,067,367 ",16/6/2020
Nguyet Vaz," 667,206 ",16/6/2020
Christen Mcchesney," 566,284 ",16/6/2020
Lorie Blount," 1,085,779 ",16/6/2020
Shanice Carrera," 57,303 ",16/6/2020
Janise Tercero," 860,903 ",16/6/2020
Dorla Greenburg," 875,004 ",16/6/2020
Madalyn Unsworth," 680,898 ",16/6/2020
Frederica Powe," 1,226,559 ",16/6/2020
Lilia Despres," 556,766 ",16/6/2020
Hilaria Ashmore," 644,141 ",16/6/2020
Mirtha Shrout," 903,571 ",16/6/2020
Sydney Baskerville," 996,024 ",16/6/2020
Lyman Mcgarry," 458,867 ",16/6/2020
Delicia Symes," 1,205,491 ",16/6/2020
Hipolito Lovvorn," 1,466,637 ",16/6/2020
Bambi Wynne," 594,345 ",16/6/2020
Sharell Hooten," 1,170,217 ",17/6/2020
Rochelle Patnode," 723,562 ",17/6/2020
Judie Pocock," 868,109 ",17/6/2020
Zora Lodge," 496,160 ",17/6/2020
Karlene Tuff," 315,016 ",17/6/2020
Mindy Hehn," 1,370,611 ",17/6/2020
Adrianna Sweetland," 912,024 ",17/6/2020
Rosario Rizzo," 1,223,125 ",17/6/2020
Nguyet Vaz," 1,192,601 ",17/6/2020
Miyoko Pilot," 1,059,422 ",17/6/2020
Layla Brothers," 1,325,174 ",17/6/2020
Dorla Greenburg," 1,380,495 ",17/6/2020
Julienne Riesgo," 1,368,494 ",17/6/2020
Glady Sugarman," 754,558 ",17/6/2020
Pinkie Bufford," 593,047 ",17/6/2020
Tressie Morphis," 333,001 ",17/6/2020
Josefina Schranz," 1,452,196 ",17/6/2020
Rick Keffer," 1,203,670 ",17/6/2020
Lulu Mannino," 1,377,120 ",17/6/2020
Hugo Nardone," 718,983 ",17/6/2020
Winnifred Strebel," 1,206,045 ",17/6/2020
Madalyn Unsworth," 297,199 ",17/6/2020
Harland Greenspan," 1,162,214 ",18/6/2020
Toni Mullen," 1,056,947 ",18/6/2020
Jeramy Hagwood," 440,178 ",18/6/2020
Cori Raub," 1,412,719 ",18/6/2020
Marcella Barber," 1,112,811 ",18/6/2020
Inga Bove," 1,340,271 ",18/6/2020
Lady Kron," 626,085 ",18/6/2020
Tam Pollman," 1,034,335 ",18/6/2020
Buford Truss," 1,196,025 ",18/6/2020
Chastity Brugger," 1,452,362 ",18/6/2020
Natalie Karlin," 154,910 ",18/6/2020
Brunilda Ehrhardt," 700,741 ",18/6/2020
Dominque Carney," 885,279 ",18/6/2020
Kia Ureno," 1,199,487 ",18/6/2020
Hyacinth Guiney," 555,365 ",18/6/2020
Jaqueline Almquist," 505,489 ",18/6/2020
Luise Current," 664,165 ",18/6/2020
Danyel Ervin," 278,826 ",18/6/2020
Joey Doris," 1,469,258 ",18/6/2020
Lorie Blount," 343,046 ",19/6/2020
Misti Shockey," 1,191,723 ",19/6/2020
Alan Tee," 1,385,378 ",19/6/2020
Veronica Hertzler," 308,403 ",19/6/2020
Cassey Brewster," 1,196,096 ",19/6/2020
Oren Blye," 1,084,975 ",19/6/2020
Giuseppe Deville," 919,730 ",19/6/2020
Mindy Hehn," 697,998 ",19/6/2020
Rikki Iverson," 929,193 ",19/6/2020
Yukiko Post," 73,805 ",19/6/2020
Georgianna Calloway," 1,022,780 ",19/6/2020
Sharee Penfield," 160,027 ",19/6/2020
Suzi Gao," 466,794 ",19/6/2020
Gilberto Spicer," 928,249 ",19/6/2020
Sun Kaplan," 875,622 ",19/6/2020
Dale Dysart," 289,403 ",19/6/2020
Korey Mickelsen," 107,301 ",19/6/2020
Luise Eccles," 283,700 ",19/6/2020
Donny Mailhot," 334,044 ",19/6/2020
Latisha Swink," 466,462 ",19/6/2020
Marisela Illingworth," 1,479,091 ",19/6/2020
Jung Irion," 1,020,580 ",19/6/2020
Belva Antos," 468,150 ",19/6/2020
Morgan Caylor," 1,048,475 ",19/6/2020
Bambi Wynne," 770,975 ",19/6/2020
Ahmad Karlin," 1,051,112 ",19/6/2020
Alison Cordell," 1,347,004 ",19/6/2020
Tomeka Matsuda," 1,388,453 ",19/6/2020
Roxanna Cheyne," 387,446 ",19/6/2020
Olene Reitz," 352,580 ",19/6/2020
Marisela Illingworth," 327,461 ",19/6/2020
Eugena Trojanowski," 1,052,933 ",19/6/2020
Tamara Marcinek," 1,381,255 ",19/6/2020
Lisbeth Almy," 1,238,803 ",19/6/2020
Bobbye Mccraney," 346,221 ",19/6/2020
Amy Shockley," 1,163,331 ",19/6/2020
Farah Munsterman," 262,758 ",19/6/2020
Yoshie Kies," 689,443 ",19/6/2020
Glynis Kunz," 212,494 ",19/6/2020
Noe Lamotte," 271,995 ",19/6/2020
Sarita Cripe," 1,002,747 ",19/6/2020
Roy Dejong," 727,620 ",20/6/2020
Lorri Trevizo," 1,114,058 ",20/6/2020
Bettina Panetta," 948,260 ",20/6/2020
Rocco Prichard," 805,347 ",20/6/2020
Maragaret Tomlinson," 535,127 ",20/6/2020
Eunice Barriere," 1,086,543 ",20/6/2020
Asuncion Herbst," 339,758 ",20/6/2020
Bambi Wynne," 847,260 ",20/6/2020
Nelly Mclain," 284,697 ",20/6/2020
Sha Middlebrooks," 106,361 ",20/6/2020
Jerlene Wasson," 202,232 ",20/6/2020
Jude Bourland," 298,276 ",20/6/2020
Warner Chiarello," 625,522 ",20/6/2020
Guadalupe Marone," 1,334,528 ",20/6/2020
Stanley Margolin," 1,372,596 ",20/6/2020
Brandi Organ," 1,021,500 ",20/6/2020
Leila Jansky," 1,296,107 ",20/6/2020
Mabelle Lafleur," 1,446,224 ",20/6/2020
Dominque Carney," 163,121 ",20/6/2020
Rossana Hellums," 1,157,009 ",20/6/2020
Wynona Palmieri," 277,341 ",20/6/2020
Lucrecia Sutera," 392,310 ",20/6/2020
Flor Fairchild," 1,009,407 ",20/6/2020
Tilda Alarcon," 1,312,130 ",20/6/2020
Enda Mascorro," 695,856 ",20/6/2020
Divina Nix," 765,334 ",20/6/2020
Sydney Baskerville," 1,389,434 ",20/6/2020
Lawana Styers," 278,216 ",20/6/2020
Erin Mcmurtrie," 634,223 ",20/6/2020
Jacquie Emrich," 1,282,656 ",21/6/2020
Mee Riggleman," 37,694 ",21/6/2020
Fabian Gamez," 1,037,225 ",21/6/2020
Johanna Hilbert," 426,477 ",21/6/2020
Marilyn Eiler," 425,331 ",21/6/2020
Silvia Hauge," 1,477,739 ",21/6/2020
Glynis Kunz," 367,401 ",21/6/2020
Suzi Gao," 259,363 ",21/6/2020
Leo Torrain," 1,111,342 ",21/6/2020
Enda Mascorro," 98,089 ",21/6/2020
Tanja Inks," 816,577 ",21/6/2020
Sue Raffa," 332,687 ",21/6/2020
Hildegarde Rench," 1,379,936 ",21/6/2020
Colby Vereen," 368,835 ",21/6/2020
Nanci Walburn," 444,316 ",21/6/2020
Rosario Rizzo," 910,360 ",21/6/2020
Dollie Seymour," 225,803 ",22/6/2020
Noe Lamotte," 1,225,683 ",22/6/2020
Alejandrina Mandelbaum," 514,660 ",22/6/2020
Elroy Eddings," 1,062,456 ",22/6/2020
Lissette Heidelberg," 774,820 ",22/6/2020
Phil Quintero," 668,128 ",22/6/2020
Winnifred Strebel," 518,827 ",22/6/2020
Ginger Riordan," 618,663 ",22/6/2020
Alejandrina Mandelbaum," 330,610 ",22/6/2020
Cleveland Tung," 68,975 ",22/6/2020
Harland Greenspan," 107,821 ",22/6/2020
Giuseppe Deville," 1,232,975 ",22/6/2020
Ileen Rezentes," 1,364,432 ",22/6/2020
Asuncion Herbst," 39,980 ",22/6/2020
Juliann Levi," 348,396 ",22/6/2020
Kiley Stancill," 1,462,446 ",22/6/2020
Lakita Hakes," 137,133 ",22/6/2020
Yasmine Costello," 255,707 ",22/6/2020
Golden Wallen," 15,486 ",22/6/2020
Silva Plumb," 1,308,418 ",22/6/2020
Patty Minardi," 1,053,340 ",22/6/2020
Arlinda Cogdill," 1,153,846 ",22/6/2020
Bettina Panetta," 423,025 ",22/6/2020
Belva Antos," 1,040,731 ",22/6/2020
Collin Millsap," 511,879 ",22/6/2020
Danette Dolce," 972,565 ",22/6/2020
Charlesetta Fall," 1,445,881 ",22/6/2020
Madalyn Unsworth," 1,288,472 ",22/6/2020
Tanja Inks," 1,277,172 ",22/6/2020
Zoraida Gertner," 1,383,690 ",22/6/2020
Silvia Hauge," 163,104 ",22/6/2020
Clorinda Cayetano," 1,360,024 ",22/6/2020
Lawana Styers," 561,426 ",22/6/2020
Serina Ballantyne," 982,252 ",22/6/2020
Clayton Chapel," 542,273 ",23/6/2020
Brianna Navas," 224,299 ",23/6/2020
Louis Machnik," 116,172 ",23/6/2020
Rosario Rizzo," 1,121,440 ",23/6/2020
Neal Oland," 1,240,658 ",23/6/2020
Luise Eccles," 160,665 ",23/6/2020
Keesha Salamone," 774,171 ",23/6/2020
Sun Kaplan," 1,436,698 ",23/6/2020
Vincenzo Cobos," 1,011,881 ",23/6/2020
Zola Gaus," 569,371 ",23/6/2020
Bambi Wynne," 725,282 ",23/6/2020
Allene Hone," 1,294,148 ",23/6/2020
Luvenia Alday," 403,223 ",23/6/2020
Rosario Rizzo," 931,882 ",23/6/2020
Cami Kosinski," 1,234,408 ",23/6/2020
Joelle Feldman," 82,796 ",23/6/2020
Krystal Molinari," 125,463 ",23/6/2020
Keesha Salamone," 1,488,454 ",23/6/2020
Izola Adams," 657,335 ",23/6/2020
Tomeka Matsuda," 67,869 ",23/6/2020
Noe Lamotte," 1,383,724 ",23/6/2020
Rikki Iverson," 104,160 ",23/6/2020
Jeramy Hagwood," 1,035,086 ",23/6/2020
Berry Right," 1,186,553 ",23/6/2020
Sherrell Blann," 1,067,028 ",23/6/2020
Cara Witherow," 539,311 ",23/6/2020
Serina Ballantyne," 553,908 ",23/6/2020
Sarai Yoo," 579,255 ",23/6/2020
Tyron Brackett," 1,291,358 ",23/6/2020
Odessa Franz," 655,215 ",23/6/2020
Roy Dejong," 1,296,991 ",23/6/2020
Jung Irion," 288,989 ",23/6/2020
Divina Nix," 145,339 ",23/6/2020
Yuri Beltran," 1,336,678 ",23/6/2020
Jalisa Ingalls," 148,589 ",23/6/2020
Clarice Larsen," 772,943 ",24/6/2020
Adriene Gauldin," 723,879 ",24/6/2020
Rochelle Patnode," 371,874 ",24/6/2020
Tabetha Cressey," 757,245 ",24/6/2020
Millicent Beamon," 354,459 ",24/6/2020
Sun Kaplan," 1,482,577 ",24/6/2020
Luigi Bevins," 702,618 ",24/6/2020
Jerlene Wasson," 1,065,464 ",24/6/2020
Stanley Margolin," 1,102,115 ",24/6/2020
Dewey Zalewski," 1,281,264 ",24/6/2020
